name	refnum	singleton	type	label	label_color	image	view_price	template	page	kind	parts	sample	series	category_ids	solution_ids	capacity	detail	annotation	small_detail	ingredient
モアインサイド　ブルーノ	87013	0	Product::MoreInside	さらっと固めるハードスタイルに	#4f95b0	bruno_img02 buruno_img	2100	moreinside_04	moreinside_04	ヘアジェル	keeplevel4	0	moreinside	6		125mL	強力なホールド力に、パールのような輝きを与えるヘアジェル。髪に立体感をもたせ、べたつきを残さず瞬時に乾きます。形状を記憶しながらうるおいを保つため、1日中スタイルをキープしたいショートヘアや巻き髪におすすめのユニセックスなハードジェルです。		髪に立体感をもたせ、べたつきを残さず瞬時に乾きます。	＜成分＞水・（ビニルピロリドン／ＶＡ）コポリマー・（ビニルカプロラクタム／ＶＰ／メタクリル酸ジメチルアミノエチル）コポリマー・ソルビトール・ＰＥＧ－４０水添ヒマシ油・パンテノール・ポリアクリル酸Ｎａ・水添ポリデセン・香料・カプリリルグリコール・ベンジルアルコール・トリデセス－６・カプリルヒドロキサム酸・グリセリン・リナロール・リモネン
モアインサイド　マリオ	87007	0	Product::MoreInside	無造作ヘアスタイルに	#eb633e	mario_img02 mario_img	2835	moreinside_05	moreinside_05	ヘアワックス	keeplevel2	0	moreinside	6		125mL	リッチな質感でありながら、伸びが良く、自然な仕上がりをキープするペースト状のワックス。髪に適度なセット力と自然な輝きを与え、やわらかい印象のスタイルをつくります。ショート、ミディアムヘアにおすすめのユニセックスなソフトワックスです。		髪に適度なセット力と自然な輝きを与え、やわらかい印象のスタイルをつくります。	＜成分＞水・ＰＧ・（ビニルピロリドン／ＶＡ）コポリマー・イソヘキサデカン・セレシン・水添ヒマシ油・セテアレス－２０・オレス－５・セテアレス－２・ヒマシ油・（ビニルカプロラクタム／ＶＰ／メタクリル酸ジメチルアミノエチル）コポリマー・香料・ポリアクリルアミド・メトキシケイヒ酸エチルヘキシル・カプリリルグリコール・ベンジルアルコール・（Ｃ１３，１４）イソパラフィン・ＰＥＧ－４５Ｍ・ＰＰＧ－１５ステアリル・カプリルヒドロキサム酸・ラウレス－７・グリセリン・カルナウバロウ・リナロール・リモネン・クエン酸・シリカ
モアインサイド　マルセル	87008	0	Product::MoreInside	動きのあるマットスタイルに	#96b992	marcel_img02 marcel_img	2835	moreinside_06	moreinside_06	ヘアワックス	keeplevel3	0	moreinside	6		100mL	ドライなテクスチャーでありながら、しなやかに伸びるミディアムワックス。適度なセット力があり、マットな仕上がりをキープします。髪に油っぽさを残さず、立体感を与えます。がっちりと固めたくないショート、ミディアムヘアに適したミディアムホールドワックスです。		適度なセット力があり、マットな仕上がりをキープします。	＜成分＞水・セテアリルアルコール・（ビニルピロリドン／ＶＡ）コポリマー・セテアレス－２０・ＰＧ・イソヘキサデカン・セレシン・セテアレス－１２・カオリン・セタノール・ヒマシ油・カルナウバロウ・（ビニルカプロラクタム／ＶＰ／メタクリル酸ジメチルアミノエチル）コポリマー・ベンジルアルコール・ポリアクリル酸Ｎａ・メトキシケイヒ酸エチルヘキシル・香料・カプリリルグリコール・水添ポリデセン・ＰＥＧ－４５Ｍ・安息香酸Ｎａ・水添ヒマシ油・トリデセス－６・カプリルヒドロキサム酸・グリセリン・ＰＰＧ－１５ステアリル・フィチン酸Ｎａ・リナロール・リモネン
モアインサイド　トニー	87009	0	Product::MoreInside	しっかり固めるハードスタイルに	#727daa	tony_img02 tony_img	3150	moreinside_07	moreinside_07	ヘアワックス	keeplevel5	0	moreinside	6		100mL	強力なセット力を持つ、マットな質感のハードワックス。髪に立体感を与え、思い通りのスタイリングを可能にします。べたつきを残さず、しっとりとまとめ上げ、ポイントになる毛束を際立たせます。1日中ヘアの動きをキープしたいスタイルにおすすめです。		髪に立体感を与え、思い通りのスタイリングを可能にします。	＜成分＞ワセリン・水・（ビニルピロリドン／ＶＡ）コポリマー・ステアリン酸グリセリル・ミツロウ・カオリン・イソヘキサデカン・セテアレス－２０・香料・パルミチン酸セチル・セテアリルアルコール・セテアレス－１２・オレス－５・カプリリルグリコール・グリセリン・カプリルヒドロキサム酸・リナロール・ＰＰＧ－１５ステアリル・リモネン
【サンプル】ナチュラルテック　シャンプー＜E＞	71184	0	Product::Naturaltech	エイジングケア用		sample_nt_e01	0	naturaltech_e		シャンプー		1	naturaltech			250mL			サンプル一番人気！エイジングケア用シャンプー。	＜成分＞水・ラウロイルメチルイセチオン酸Ｎａ・オリーブアンホ酢酸Ｎａ・ラウロイルサルコシンＮａ・ポリソルベート２０・カフェイン・（アクリレーツ／アクリル酸アルキル（Ｃ１０－３０））クロスポリマー・セイヨウハッカ油・ヤシ油アルキルグルコシド・オレイン酸グリセリル・ユーカリ葉油・加水分解ギンバイカ葉エキス・カルボキシメチル－β－グルカンＮａ・ポリクオタニウム－１０・水酸化Ｎａ・安息香酸Ｎａ・ベンジルアルコール・エチレンジアミンジコハク酸３Ｎａ・ＥＤＴＡ－２Ｎａ・リモネン・オイゲノール・リナロール・香料・赤２２７・黄４
【サンプル】ナチュラルテック　シャンプー＜N＞	71186	0	Product::Naturaltech	ダメージヘア用		sample_nt_n01	0	naturaltech_n		シャンプー		1	naturaltech			250mL			傷んだ髪を潤す甘く深い香りのダメージヘア用シャンプー。	＜成分＞水・ラウロイルメチルイセチオン酸Ｎａ・ココアンホジ酢酸２Ｎａ・ポリソルベート２０・グリセリン・クダモノトケイソウ種子油・コメヌカ油・アサイヤシ果実油・ブドウ葉エキス・ヤシ油アルキルグルコシド・オレイン酸グリセリル・（アクリレーツ／アクリル酸アルキル（Ｃ１０－３０））クロスポリマー・ココイルイセチオン酸Ｎａ・ラウロアンホ酢酸Ｎａ・ココイルメチルタウリンＮａ・エチレンジアミンジコハク酸３Ｎａ・ジステアリン酸グリコール・ポリクオタニウム－１０・ＥＤＴＡ－２Ｎａ・ポリクオタニウム－６７・ステアリン酸グリセリル・ヘキシルシンナマル・リナロール・リモネン・水酸化Ｎａ・ベンジルアルコール・安息香酸Ｎａ・香料・黄４・赤２２７・青１
【サンプル】ナチュラルテック　コンディショナー＜N＞	71188	0	Product::Naturaltech	ダメージヘア用		sumple_nt_n02	0	naturaltech_n		コンディショナー		1	naturaltech			250mL			髪の芯からなめらかに仕上げるダメージヘア用パック。	＜成分＞水・セテアリルアルコール・グリセリン・セトリモニウムクロリド・ベヘントリモニウムクロリド・クダモノトケイソウ種子油・コメヌカ油・アサイヤシ果実油・ホホバ種子油・水添アーモンド油・加水分解コムギタンパク・ブドウ葉エキス・ベヘントリモニウムメトサルフェート・ベンジルアルコール・クエン酸・安息香酸Ｎａ・ヘキシルシンナマル・リナロール・リモネン・香料
【サンプル】ナチュラルテック　ヘアパック＜N＞	71187	0	Product::Naturaltech	ダメージヘア用		sumple_nt_n03	0	naturaltech_n		ヘアパック		1	naturaltech			250mL			しっとりヘアを実現するダメージヘア用コンディショナー。	＜成分＞水・セテアリルアルコール・グリセリン・セトリモニウムクロリド・香料・セタノール・カプリル酸ヤシ油アルキル・加水分解ケラチン・ケラチン・加水分解コムギタンパク・ホホバ種子油・ブドウ葉エキス・ベヘントリモニウムクロリド・ベヘニルアルコール・ベヘントリモニウムメトサルフェート・ジメチコン・トコフェロール・クエン酸・安息香酸Ｎａ・ＥＤＴＡ－２Ｎａ・ソルビン酸Ｋ・フェノキシエタノール・ベンジルアルコール・ヘキシルシンナマル・リナロール・リモネン・シトラール
【サンプル】ナチュラルテック　シャンプー＜R＞	71191	0	Product::Naturaltech	オイリーヘア用		sample_nt_r01	0	naturaltech_r		シャンプー		1	naturaltech			250mL			サラサラに整える爽やかな香りのオイリーヘア用シャンプー。	＜成分＞水・ラウロイルメチルイセチオン酸Ｎａ・オリーブアンホ酢酸Ｎａ・ラウロイルサルコシンＮａ・（アクリレーツ／アクリル酸アルキル（Ｃ１０－３０））クロスポリマー・ポリクオタニウム－１０・ポリクオタニウム－６７・レモン葉エキス・ワレモコウエキス・カシア樹皮エキス・ショウガ根エキス・水酸化Ｎａ・塩化Ｎａ・ＢＧ・ポリソルベート２０・ＥＤＴＡ－２Ｎａ・エチレンジアミンジコハク酸３Ｎａ・安息香酸Ｎａ・ベンジルアルコール・オイゲノール・ゲラニオール・リナロール・ケイヒアルデヒド・シトロネロール・香料
【サンプル】ナチュラルテック　スクラブ　シャンプー＜D＞	71192	0	Product::Naturaltech	スカルプケア用		sample_nt_d01	0	naturaltech_d		シャンプー		1	naturaltech			250mL			スクラブが皮脂汚れを取り去る、スカルプケア用シャンプー。	＜成分＞水・ラウロイルメチルイセチオン酸Ｎａ・ラウロイルサルコシンＮａ・グリセリン・オリーブアンホ酢酸Ｎａ・ポリソルベート２０・シリカ・ホホバエステル・アーチチョーク葉エキス・（アクリレーツ／アクリル酸アルキル（Ｃ１０－３０））クロスポリマー・ヤシ油アルキルグルコシド・オレイン酸グリセリル・ジステアリン酸グリコール・ポリクオタニウム－１０・エチレンジアミンジコハク酸３Ｎａ・ポリクオタニウム－６７・ＥＤＴＡ－２Ｎａ・安息香酸ベンジル・ステアリン酸グリセリル・水酸化クロム・リモネン・水酸化Ｎａ・ベンジルアルコール・安息香酸Ｎａ・香料
【サンプル】ナチュラルテック　シャンプー＜C＞	71195	0	Product::Naturaltech	デリケートヘア用		sample_nt_c01	0	naturaltech_c		シャンプー		1	naturaltech			250mL			ぬくもりのある一番人気の香り！保湿ケア用シャンプー。	＜成分＞水・ラウロイルメチルイセチオン酸Ｎａ・ラウロイルサルコシンＮａ・グリセリン・オリーブアンホ酢酸Ｎａ・ポリソルベート２０・ヤシ油アルキルグルコシド・カホクザンショウ果実エキス・ビルベリー葉エキス・オレイン酸グリセリル・カプリリルグリコール・（アクリレーツ／アクリル酸アルキル（Ｃ１０－３０））クロスポリマー・エチレンジアミンジコハク酸３Ｎａ・ポリクオタニウム－１０・オレイルアルコール・ＥＤＴＡ－２Ｎａ・ポリクオタニウム－６７・カプリルヒドロキサム酸・安息香酸Ｎａ・香料・赤２２７
【サンプル】ナチュラルテック　シャンプー＜W＞	71193	0	Product::Naturaltech	保湿ケア用		sample_nt_w01	0	naturaltech_w		シャンプー		1	naturaltech			250mL			潤いのあるふんわりヘアに導く保湿ケア用コンディショナー。	＜成分＞水・ラウロイルメチルイセチオン酸Ｎａ・ココアンホジ酢酸２Ｎａ・グリセリン・ラウロイルサルコシンＮａ・（アクリレーツ／アクリル酸アルキル（Ｃ１０－３０））クロスポリマー・ジステアリン酸グリコール・エチナセアパリダエキス・ポリクオタニウム－１０・ヤシ油アルキルグルコシド・ポリクオタニウム－６７・ポリソルベート２０・ステアリン酸グリセリル・オレイン酸グリセリル・塩化Ｎａ・エチレンジアミンジコハク酸３Ｎａ・ＥＤＴＡ－２Ｎａ・ベンジルアルコール・安息香酸Ｎａ・サリチル酸ベンジル・リモネン・ヘキシルシンナマル・クエン酸・香料
【サンプル】ナチュラルテック　コンディショナー＜W＞	71194	0	Product::Naturaltech	保湿ケア用		sample_nt_w02	0	naturaltech_w		コンディショナー		1	naturaltech			150mL			髪や頭皮をやさしくケアするデリケートヘア用シャンプー。	＜成分＞水・グリセリン・セタノール・セテアリルアルコール・セトリモニウムクロリド・エチナセアパリダエキス・ホホバ種子油・クエン酸・ベンジルアルコール・安息香酸Ｎａ・ＥＤＴＡ－２Ｎａ・リモネン・サリチル酸ベンジル・香料
【サンプル】オーセンティック　ネクター	74017	0	Product::Authentic	シャンプー		sample_at_nectar	0	authentic		シャンプー		1	authentic			50mL			髪、体に使える、頭皮を守りながらすっきり洗うシャンプー。	＜成分＞水・デシルグルコシド・コカミドＭＩＰＡ・ココイルイセチオン酸Ｎａ・（カプリリル／カプリル）グルコシド・ラウロアンホ酢酸Ｎａ・ココイルメチルタウリンＮａ・グリセリン・サフラワー油・ラウロイルカラスムギアミノ酸Ｎａ・オレイン酸グリセリル・ヤシ油アルキルグルコシド・グアーヒドロキシプロピルトリモニウムクロリド・クエン酸・ベンジルアルコール・ソルビン酸Ｋ・安息香酸Ｎａ・リモネン・リナロール・香料
【サンプル】オーセンティック　バーム	74018	0	Product::Authentic	コンディショナー		sample_at_balm	0	authentic		コンディショナー		1	authentic			50mL			シリーズ一番人気！髪、顔、体に使えるコンディショナー。	＜成分＞水・セテアリルアルコール・グリセリン・カプリル酸ヤシ油アルキル・セトリモニウムクロリド・ステアリン酸グリセリル・ベヘントリモニウムメトサルフェート・ベヘントリモニウムクロリド・サフラワー油・シア脂・ゴマ油・ヒマワリ種子油・ホホバ種子油・トコフェロール・ソルビトール・ステアリン酸・ラウロイルグルタミン酸Ｎａ・（カプリリル／カプリル）グルコシド・ベンジルアルコール・安息香酸フェネチル・香料・イソプロパノール・ソルビン酸Ｋ・クエン酸・リモネン・リナロール
【サンプル】オーセンティック　オイル	74019	0	Product::Authentic	オイル		sample_at_oil	0	authentic		オイル		1	authentic			50mL			髪、顔、体に使える、天然の恵み100％の万能オイル。	＜成分＞ゴマ油・サフラワー油・ヒマワリ種子油・ホホバ種子油・香料・エンピツビャクシン油・リモネン・レモン果皮油・リナロール・ニオイテンジクアオイ油・マンダリンオレンジ果皮油・トコフェロール・ベルガモット果実油・シトロネロール・ユーカリ葉油・ゲラニオール・ビターオレンジ花油・チューベロースエキス・シトラール・ダマスクバラ花油
【サンプル】オーセンティック　バター	74020	0	Product::Authentic	クリーム		sample_at_butter	0	authentic		クリーム		1	authentic			50mL			髪、顔、体に使える、潤いを与えて乾燥から守る濃厚バター。	＜成分＞水・炭酸ジカプリリル・セテアリルアルコール・ホホバ種子油・グリセリン・カプリル酸ヤシ油アルキル・セテアリルグルコシド・サフラワー油・ゴマ油・ステアリン酸グリセリル・シア脂・ヒマワリ種子油・トコフェロール・ベヘントリモニウムメトサルフェート・ベンジルアルコール・ソルビン酸Ｋ・リモネン・リナロール・ゲラニオール・シトロネロール・香料
【サンプル】オイ　オイル	71196	0	Product::OiOil			sample_oioil	0	oioil		オイル		1	oioil			50mL			世界で一番売れてるダヴィネス商品！絶妙ヘアオイル。	＜成分＞シクロペンタシロキサン・ジシロキサン・ジメチコノール・シクロヘキサシロキサン・メトキシケイヒ酸エチルヘキシル・トコフェロール・ヒマワリ種子油・ベニノキ種子油・シトロネロール・オオミテングヤシ果実油・ゲラニオール・リナロール・αーイソメチルイオノン・リモネン・香料
